,sex,marital_status,branch_code,occupation_code,occupation_category_code,P5DA,RIBP,8NN1,7POT,66FJ,GYSR,SOP4,RVSZ,PYUQ,LJR9,N2MW,AHXO,BSTQ,FM3X,K6QO,QBOL,JWFN,JZ9D,J9JW,GHYX,ECY3,join_year,age,total_products
25026,M,M,94KC,WE7U,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,46,2
25027,F,S,O67J,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,27,2
25028,M,M,BOAS,U37O,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2020.0,44,2
25029,F,M,30H5,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,45,2
25030,M,M,E5SW,0B60,JD7X,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,33,2
25031,M,M,748L,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,38,2
25032,M,M,E5SW,0B60,JD7X,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,42,2
25033,F,S,O67J,XC1N,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2018.0,28,3
25034,F,M,UAOD,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,43,2
25035,M,S,94KC,UJ5T,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,23,2
25036,M,U,748L,QZYX,90QI,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2014.0,27,2
25037,F,M,748L,BPSA,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,41,2
25038,M,M,748L,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,30,2
25039,M,M,748L,UJ5T,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2020.0,30,2
25040,F,M,O67J,A793,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,58,2
25041,M,U,748L,0OJM,T4MS,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2012.0,32,2
25042,M,M,94KC,WMTK,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2020.0,31,2
25043,F,M,E5SW,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2016.0,33,3
25044,M,M,UAOD,UJ5T,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,23,2
25045,M,M,94KC,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,32,2
25046,M,M,UAOD,UJ5T,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,35,2
25047,F,M,UAOD,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2019.0,35,3
25048,F,S,E5SW,BPSA,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2016.0,41,2
25049,M,M,748L,UJ5T,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,34,2
25050,F,M,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2017.0,35,3
25051,M,M,30H5,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2019.0,31,3
25052,M,M,30H5,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,2018.0,38,4
25053,M,M,1X1H,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,36,2
25054,F,S,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0,28,2
25055,M,M,748L,B8W8,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2014.0,50,2
25056,M,M,XX25,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2018.0,51,3
25057,M,M,748L,I31I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,38,2
25058,M,M,UAOD,UJ5T,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2019.0,31,3
25059,F,M,30H5,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,37,2
25060,F,S,748L,4W0D,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2016.0,35,2
25061,M,M,XX25,Y7G1,L44T,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,2019.0,24,4
25062,M,M,30H5,BP09,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,37,2
25063,M,M,30H5,UJ5T,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,2019.0,46,4
25064,F,M,30H5,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2018.0,54,3
25065,M,U,748L,0OJM,T4MS,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2012.0,50,2
25066,F,S,UAOD,BPSA,90QI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2019.0,61,2
25067,F,M,748L,BPSA,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0,35,2
25068,M,M,UAOD,0KID,T4MS,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2016.0,34,3
25069,M,U,30H5,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,21,2
25070,M,M,748L,UJ5T,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,31,2
25071,M,M,E5SW,0B60,JD7X,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,33,2
25072,M,M,94KC,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2020.0,50,3
25073,F,M,748L,BPSA,90QI,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2018.0,65,2
25074,F,U,E5SW,7UDQ,T4MS,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011.0,26,2
25075,F,M,94KC,BPSA,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0,61,2
25076,M,U,ZFER,6E4H,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2017.0,66,2
25077,M,M,E5SW,BPSA,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2018.0,56,3
25078,M,M,E5SW,XC1N,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,2018.0,43,4
25079,M,M,30H5,QZYX,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,32,2
25080,M,M,748L,XC1N,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2020.0,52,2
25081,M,M,94KC,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2019.0,48,3
25082,M,M,UAOD,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,27,2
25083,F,M,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,2017.0,42,4
25084,F,M,UAOD,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,33,2
25085,M,M,E5SW,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,33,2
25086,M,M,UAOD,BPSA,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2016.0,48,3
25087,M,M,UAOD,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2019.0,55,3
25088,F,M,XX25,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0,43,2
25089,M,M,XX25,6PE7,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2018.0,29,3
25090,M,M,748L,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0,37,2
25091,F,M,94KC,0KID,T4MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2017.0,38,2
25092,M,M,748L,BP09,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2017.0,59,3
25093,M,M,94KC,2A7I,T4MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2019.0,33,2
25094,M,M,748L,UJ5T,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,50,2
25095,F,M,UAOD,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2020.0,30,3
25096,M,M,XX25,1NFK,T4MS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2018.0,37,2
25097,F,M,UAOD,0KID,T4MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2019.0,37,2
25098,F,M,94KC,0KID,T4MS,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2014.0,37,2
25099,M,M,748L,RUFT,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,24,2
25100,M,M,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,62,2
25101,M,M,1X1H,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,45,2
25102,M,S,UAOD,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2019.0,33,3
25103,M,S,UAOD,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,41,2
25104,F,M,ZFER,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2019.0,39,3
25105,F,M,94KC,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2017.0,51,2
25106,M,U,748L,0OJM,T4MS,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2012.0,38,2
25107,F,M,94KC,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,57,2
25108,M,M,1X1H,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,52,2
25109,F,M,30H5,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,2019.0,53,4
25110,M,U,748L,QZYX,90QI,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011.0,37,2
25111,F,S,94KC,NQW1,T4MS,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2014.0,39,2
25112,M,U,30H5,0OJM,T4MS,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,42,3
25113,M,M,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,37,2
25114,M,M,UAOD,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,39,2
25115,F,M,UAOD,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,32,2
25116,F,M,XX25,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2016.0,48,2
25117,F,M,30H5,BPSA,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,23,2
25118,M,M,1X1H,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2019.0,47,3
25119,M,M,1X1H,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2018.0,39,3
25120,M,U,748L,0OJM,T4MS,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012.0,65,2
25121,M,M,1X1H,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,29,2
25122,F,M,748L,Q57T,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,23,2
25123,F,M,E5SW,VREH,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2017.0,48,3
25124,M,M,748L,VREH,T4MS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2017.0,41,2
25125,M,M,O67J,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,35,2
25126,M,M,UAOD,0KID,T4MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2020.0,38,2
25127,M,M,748L,31JW,90QI,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,37,3
25128,M,M,49BM,2A7I,T4MS,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2018.0,42,2
25129,M,M,94KC,QZYX,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0,33,2
25130,F,U,E5SW,0OJM,T4MS,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2013.0,38,2
25131,F,S,XX25,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,50,2
25132,M,S,ZFER,SF1X,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,31,2
25133,M,M,94KC,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,28,2
25134,M,M,1X1H,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,52,2
25135,F,S,E5SW,0KID,T4MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2018.0,33,2
25136,F,M,748L,I31I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,20,2
25137,M,U,748L,C8F6,56SI,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012.0,34,2
25138,F,S,E5SW,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2016.0,52,3
25139,M,M,1X1H,J9SY,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,30,2
25140,F,W,E5SW,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2017.0,47,3
25141,M,M,E5SW,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2017.0,50,3
25142,M,M,O67J,6PE7,T4MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2020.0,40,2
25143,M,M,30H5,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,25,2
25144,M,M,E5SW,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,37,2
25145,F,M,E5SW,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0,29,2
25146,M,M,UAOD,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,40,2
25147,F,M,748L,BPSA,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2020.0,40,2
25148,F,M,748L,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,62,2
25149,F,M,30H5,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,41,2
25150,F,M,XX25,P4MD,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,63,2
25151,M,S,UAOD,6PE7,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,26,2
25152,M,M,ZFER,6E4H,90QI,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2017.0,50,3
25153,M,M,94KC,QZYX,90QI,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2017.0,27,2
25154,M,U,748L,0OJM,T4MS,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2020.0,50,2
25155,F,M,748L,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,29,2
25156,M,M,O67J,QZYX,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2017.0,35,3
25157,M,M,XX25,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0,38,2
25158,M,M,UAOD,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,42,2
25159,M,S,94KC,SS6D,L44T,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2016.0,33,2
25160,M,M,UAOD,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,45,2
25161,M,M,30H5,QZYX,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2020.0,44,2
25162,M,M,748L,RUFT,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,33,2
25163,M,U,748L,WMTK,90QI,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2013.0,43,4
25164,F,M,30H5,UJ5T,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,30,2
25165,F,M,49BM,2A7I,T4MS,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2019.0,54,2
25166,M,M,O67J,1MSV,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,31,2
25167,M,M,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2018.0,51,3
25168,F,M,30H5,QZYX,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0,31,2
25169,M,M,94KC,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,45,2
25170,M,M,BOAS,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,53,2
25171,M,M,O67J,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2020.0,35,2
25172,F,W,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,53,2
25173,M,M,1X1H,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,40,2
25174,M,M,30H5,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,2018.0,42,5
25175,M,U,748L,0OJM,T4MS,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2011.0,57,3
25176,M,M,O67J,1MSV,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,2019.0,33,4
25177,M,U,748L,0OJM,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2015.0,50,2
25178,M,U,748L,0OJM,T4MS,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2020.0,46,2
25179,M,M,748L,N2ZZ,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0,52,2
25180,M,M,O67J,0B60,JD7X,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2020.0,49,2
25181,M,M,30H5,5FPK,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2017.0,47,3
25182,M,M,UAOD,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,40,2
25183,M,M,XX25,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,28,2
25184,M,M,94KC,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,2018.0,50,5
25185,M,M,XX25,N2ZZ,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2019.0,25,3
25186,F,M,94KC,J9SY,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,29,2
25187,F,M,UAOD,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2018.0,45,3
25188,M,M,UAOD,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2019.0,52,3
25189,F,U,E5SW,0OJM,T4MS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2012.0,50,2
25190,F,S,BOAS,RUFT,T4MS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2015.0,41,2
25191,M,M,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2019.0,32,3
25192,M,M,1X1H,SST3,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,37,2
25193,F,M,748L,6PE7,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0,36,2
25194,M,M,XX25,6E4H,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2019.0,47,3
25195,M,U,748L,PMAI,T4MS,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,40,3
25196,M,M,30H5,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,51,2
25197,M,M,748L,5FPK,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0,38,2
25198,M,M,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,26,2
25199,F,M,748L,2A7I,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2017.0,46,3
25200,M,M,748L,BPSA,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,36,2
25201,F,S,E5SW,0KID,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,36,2
25202,M,S,UAOD,0KID,T4MS,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2012.0,34,2
25203,M,D,94KC,4W0D,T4MS,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,2020.0,48,4
25204,M,M,49BM,2A7I,T4MS,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2020.0,51,2
25205,M,M,30H5,J9SY,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,39,2
25206,F,M,UAOD,6PE7,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2020.0,59,3
25207,M,U,E5SW,0OJM,T4MS,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2013.0,41,2
25208,M,U,748L,0OJM,T4MS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2020.0,53,2
25209,M,S,E5SW,4W0D,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2020.0,28,2
25210,M,M,XX25,3NHZ,L44T,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2020.0,36,2
25211,F,M,748L,2A7I,T4MS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2015.0,42,3
25212,M,M,748L,K5LB,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0,44,2
25213,F,M,30H5,QZYX,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0,27,2
25214,F,U,E5SW,0OJM,T4MS,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012.0,54,2
25215,M,M,94KC,F57O,90QI,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,2016.0,42,5
25216,M,M,XX25,VREH,T4MS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0,39,2
25217,M,M,XX25,APO0,90QI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,36,2
25218,M,M,94KC,BP09,56SI,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2018.0,31,2
